"likes";"coms";"signets";"partages"
2.52123771050153;0.845100442265679;2.01729056154918;0.244966431249455
0.107152602696315;0.523181406433924;0.11293184182036;0.0798325922050745
0.0118498172393572;0.0505045122725093;0.0221309980341513;0.0190426366727701
0.251619523508053;0.947368930957144;0.229506646280087;1.53805911587758
0.693256329130904;0.387285225032334;0.425315888146035;0.0590321736855872
0.7967951577755;1.36022127816235;0.634786239909606;0.418791524980382
0.00237332509815211;0.000377839243933985;0.00218577758361988;0.00498038189903217
0.0848816695868849;0.00415623168327383;0.0143897024254975;0.00166012729967739
1.09253634121733;0.341818569345612;0.600178094835625;0.112888656378063
2.3531551964681;0.779986145894389;2.66300568937689;1.15232365507019
0.221028505953968;0.196602353260317;0.263204050694227;0.175729357398204
0.151946592686226;0.0801019197140048;0.159379615472283;0.0571279100183102
0.519627092134365;2.94714610268508;0.570123653060852;1.4648182055977
0.0117657759823405;0.0246854972703537;0.00708556233356777;0.000976545470398466
0.498784860394219;0.378594922421853;0.731324749852818;1.28904002092597
0.216154113046998;0.102898220764689;0.810559187259038;1.10349638155027
0.0866465359842359;0.0802278661286494;0.0535879804250807;0.00312494550527509
0.0339526678347539;0.091185204202735;0.0162931504045665;0.00361321824047432
1.26061885525077;0.231993295775467;2.1666520297632;0.13334728398291
0.187916250689381;0.43338161279228;0.260471828714702;0.160934693521667
2.94144399558512;1.70027659770293;2.08832833301683;3.90618188159386
0.000260527896751825;0.00289676753682722;0.000245899978157236;0.00014648182055977
1.84890765436779;0.423557792449997;1.62293985583776;0.372796233324614
1.76486639735107;0.255419328899374;1.33696728864749;0.194137239515215
0.706702930253579;1.18742279726987;0.724038824574085;1.42087365942977
0.0294984812128679;0.0366504066615965;0.0201911204286886;0.00590810009591072
0.315406837583741;0.678347389276147;0.132968136336876;0.0821274740605109
2.43719645348481;1.82622301234759;3.02730195331353;0.238472403871305
1.84890765436779;1.05366770491724;1.40345135681593;0.314252332374226
0.186571590577113;0.0400509598570024;0.135700358316401;0.0535635190513558
1.59678388331764;1.18893415424561;1.06556657201469;1.30857093033394
7.05946558940428;5.20158692482452;5.974458728561;4.46281279972099
