"likes";"coms";"signets";"partages"
0.266326743485978;0.286024307658026;0.145718505574659;0.0189938093992502
1.17657759823405;6.93964744692085;1.08560286653121;3.89153369953788
0.237584633586261;13.6777806304102;0.11293184182036;0.0100095910715843
0.229852837940723;0.113603666009485;0.335152562821715;0.0213375185282065
2.8574027385684;1.53654625866487;2.04916648464364;4.59952916557677
23.2794281936308;18.425960462514;24.5899978157236;22.5582003662046
1.09253634121733;0.637288858101988;0.759557710307908;0.392131833638504
0.112279119374335;1.20366988475903;0.116574804459727;0.208345976109513
0.0929496302604898;0.115618808643799;0.050400388115635;0.0307123550440317
0.782760267853708;0.459956306282304;0.549176617884495;4.1991455227134
0.0686617069826583;0.0389174421252004;0.053396724886514;0.024804254948121
2.68932022453497;2.85898361243382;1.73040725369907;0.605458191647049
0.130011824604862;0.155543822086157;0.193987760546264;0.0223628912721249
0.07681370891328;0.0673813318348939;0.0705641863245284;0.0388665097218589
0.613080969936955;0.342952087077413;0.656644015745805;0.107029383555672
0.152534881485343;0.732630293987996;0.0956277692833697;0.0999494288952829
0.172704783169355;0.105794988301516;0.0956277692833697;0.0134275002179789
0.00206069162204992;0.00667515997616706;0.000655733275085964;0.00014648182055977
0.46726938901295;3.48871568565713;1.22494618748697;1.81637457494115
0.00101689920990228;0.0153654625866487;0.00167576281410857;0.00517569099311187
0.427097668158959;0.278089683535413;0.367939226576013;0.207515912459674
0.212960545280363;0.114485290911997;0.246810718817078;0.0359857005841835
3.61377405171886;2.17887297335265;3.73494744601047;3.53021187549045
0.13261710357238;0.222169475433183;0.234060349579295;0.08271340134275
11.9338584963739;5.61721009315191;13.6611098976242;4.88761007934432
0.0471471451863786;0.467764983990273;0.193987760546264;0.0645496555933386
0.44424208459037;0.152395161720041;0.285061826530426;0.0685046647484523
0.00487943538239063;0.000503785658578646;0.00900722512583358;0.0126950911151801
0.283134994889322;0.15806275037905;0.222220721001354;0.571279100183102
1.4287013692842;3.26201213929673;1.6457083723338;0.512686371959194
0.0979921056814928;0.259701506997292;0.0528320656774122;0.0698230011334903
0.190605570913916;0.310457912099091;0.100181472582578;0.111814456360624
1.09253634121733;0.634769929809094;1.06647731267453;1.28415729357398
0.533157734514057;0.208819155480849;1.36064654580337;0.30521928677304
0.440964475566718;1.16248540717023;0.283240345210743;4.11125643037754
1.51274262630092;4.00509598570024;1.17667693251537;0.683581829278926
0.321878014374029;0.262850167363409;0.396172187031103;0.350726305693609
0.732167431129644;0.279978879755083;0.362474782616963;0.167379893626297
0.423988141649341;0.642956446760997;0.616571426712774;0.3688412241695
2.77336148155168;2.22925153921051;1.87066131531468;0.418547388612782
0.36179761145697;1.64989803184507;0.172129984710065;0.4580486528904
0.840412570167177;0.546733385972476;1.22312470616729;0.527334554015171
1.17657759823405;1.18767469009916;1.35518210184432;0.350482169326009
0.169343132888686;0.270910737900667;0.143897024254975;0.556630918127125
0.350115876731646;0.353909425151499;0.340617006780764;0.220015694480774
0.47827879368214;0.359828906639798;0.469942180478274;0.304242741302642
0.744773619682152;0.836032300411264;0.791433633402365;0.56639637283111
0.479539412537391;0.575575114926103;0.395261446371261;0.834946377190688
1.51274262630092;2.83379432950489;0.63660772122929;0.698230011334903
0.0574842197994349;0.276956165803611;0.0865567923113472;0.208053012468393
0.0777381627404639;0.173931998624278;0.0889338254335338;0.0484366553317639
0.643840070005074;0.000251892829289323;0.931687695017973;0.185885430290348
0.0170603751743937;0.0944598109834962;0.0197721797251615;0.00195309094079693
0.615434125133424;1.675087314774;0.511836250830988;0.522451826663179
0.80242592199562;1.7128712391674;2.16756277042305;24.5845322172814
2.77336148155168;1.46097840987807;3.8342181779332;2.29976458278839
3.10952650961855;1.88919621966992;5.59559061406689;3.5009155113785
0.067569170641441;0.174687677112146;0.0837790332988303;0.624989101055018
0.924453827183894;0.391693349544897;0.779594004824424;0.512686371959194
0.0764775438852131;0.111210684131236;0.0238249756614567;0.00644520010462987
0.149257272461691;0.0996236139839273;0.0983599912628945;0.11430464731014
0.692415916560737;0.486279106943038;0.74953956304965;0.102879065306478
0.0549629820889334;0.253656079094348;0.0339250895791002;0.0041991455227134
0.624258457120179;0.0943338645688515;0.382511077133479;0.0192379457668498
0.0800913179369319;0.111210684131236;0.0559103691076768;0.0207027639724475
0.618543651643042;0.690564191496679;0.817845112537771;0.581044554887087
1.93294891138451;1.87660157820546;1.19944544901141;0.34340221466562
0.0299186874979515;0.167256838648111;0.0116939100723664;0.0146970093294969
0.692752081588804;1.58692482452274;0.621125130011982;0.261372395152149
0.154719954167777;0.0869030261048165;0.198541463845472;0.0351068096608248
0.231533663081057;0.425824827913601;0.148450727554183;0.1401831022757
0.136062795110066;0.107684184521186;0.0680141124769719;0.034374400558026
0.173713278253555;0.278719415608636;0.115664063799885;0.0564443281890313
0.763178654968813;0.398620402350354;1.17394471053584;0.85936001395065
0.20329580072344;0.605424415196888;0.213113314402938;0.167086929985177
0.668632240825006;0.202773727577905;1.86701835267531;2.15328276222862
0.204388337064657;0.386277653715177;0.21402405506278;1.09861365419827
1.68082514033435;1.12709446465508;0.778683264164582;0.310248495945593
0.302548525260184;0.653409999176504;0.395261446371261;0.226314412764844
0.559882854245373;1.76324980502526;0.488156993675106;2.64155549742785
0.0686617069826583;0.111084737716592;0.112021101160519;0.142722120498736
0.519459009620332;0.00629732073223308;0.42258366616651;0.0895980469090592
0.335576739267754;0.490057499382378;0.693984382799312;1.96773912285291
0.0555512708880504;0.188919621966992;0.0743255452496743;0.29252419565786
0.104799447499847;0.082998687250832;0.0600269168901609;0.00800767285726742
0.0987484769946433;0.328468249393277;0.130235914357351;0.18481123027291
0.663169559118919;0.448621128964285;0.419851444186985;0.247310140378411
1.51274262630092;1.36022127816235;2.53732347831874;1.57223820734153
1.34466011226748;0.709078314449445;1.11565730830598;0.42001220681838
1.51274262630092;2.25444082213944;2.2103675814356;0.610340918999041
0.595852512248528;0.262850167363409;0.889793624665259;0.0606923009852646
3.27760902365199;3.3123907051546;3.88157669224497;3.56927369430639
0.534586435883341;1.78843908795419;0.308741083686308;0.581044554887087
0.0127742710665411;0.00806057053725834;0.0195718167799963;0.0077635364896678
1.51274262630092;5.28974941507579;1.01456509506356;3.5643909669544
0.610643773483471;0.228088956921482;0.690341420159945;0.377385997035487
0.464748151302449;0.136525913474813;0.280508123231218;0.219478594472055
0.0877390723254533;0.57494538285288;0.100181472582578;0.344769378324178
0.118330089879538;0.0841322049826339;0.277775901251693;0.0692370738512512
0.564757247152343;0.368645155664924;0.358831819977597;0.18461592117883
5.29459919205321;4.45850307842102;5.56644691295196;6.79675647397332
0.155392284223911;0.167760624306689;0.17486220668959;0.245796494899294
0.0789987815957146;0.125820468230017;0.0552637432391893;0.0603016827971052
0.115388645883953;0.174435784282856;0.191255538566739;0.308734850466475
0.541141653930645;1.57433018305827;0.60291031681515;0.527334554015171
1.59678388331764;0.0376579779787538;3.81236040209701;3.00776004882727
0.0125221472954909;0.0750640631282183;0.0145445283376706;0.00664050919870957
0.0964793630551919;0.0828727408361873;0.0870576996742601;0.0219722730839655
1.09253634121733;0.493835891821718;1.32694914138923;0.261274740605109
0.451133467665741;0.649883499566454;0.359742560637438;1.26462638416601
1.26061885525077;1.675087314774;0.611106982753724;0.722643648094864
0.798391941658818;0.712352921230206;1.15572989733901;1.09861365419827
1.00849508420061;1.11009169867805;0.530961804687662;0.328461068968524
0.46063012970863;0.0173806052209633;0.400725890330311;0.329388787165402
0.585935643920556;0.166627106574887;0.989064356587995;1.44528729618973
0.0875709898114198;0;0.0495351844887855;0.207125294271515
0.0738722649176948;0.0568018330047424;0.0793983707249921;0.11435347458366
0.0821083081053332;0.0425698881498956;0.0323859378639679;0.0302729095823524
2.60527896751825;1.62470874891613;2.09470351763572;1.35739820385387
0.33003001630465;0.242446848190974;0.600178094835625;0.17831720289476
1.26061885525077;2.14108904895925;1.02002953902261;1.63571366291743
0.0450461137609607;0.723436205718936;0.0352729857556658;0.0652332374226175
0.781499648998458;1.51135697573594;0.686698457520579;0.133200802162351
0.319692941691594;0.15617355415938;0.295990714448525;0.224703112738687
0.137155331451283;0.240557651971304;0.135700358316401;0.0175289911936525
1.59678388331764;0.502778087261489;1.11930027094535;0.148630220594646
0.607029999431752;0.750136845623604;0.505461066212097;0.372454442409975
1.68082514033435;0.926965611784709;1.82239206034307;1.5917691167495
1.09253634121733;0.916889898613136;1.45991727772611;6.4940273781498
1.00849508420061;0.163100606964837;0.862471404870011;0.0679187374662133
0.322970550715246;0.0617137431758842;0.124771470398301;0.0218746185369256
0.691743586504603;0.31826658980706;0.532783286007345;0.227095649141163
0.0243719645348481;0.01675087314774;0.0315298416437168;0.026073764059639
0.674178963788109;2.15368369042371;0.68760919818042;5.13174644694394
0.170939916772004;0.500007266139306;0.0938062879636865;0.170797802772692
0.439199609169367;0.651520802956834;0.62567883331119;0.254243613218241
12.1019410104073;5.31493869800472;8.44438739805147;2.0360973057808
0.188420498231481;0.0675072782495386;0.0784056634057647;0.0472159734937658
3.36165028066871;3.60206745883732;2.29051275950166;3.49603278402651
2.52123771050153;0.751396309770051;3.07192824564577;0.3815851425582
0.195059757535802;0.0972306321056787;0.39435070571142;1.68942366378935
0.0111774871832235;0.0146097840987807;0.011948917457122;0.00288080913767547
0.0997569720788439;0.0532753333946918;0.0732873008974549;0.00751940012206818
1.59678388331764;1.28465342937555;1.35882506448369;0.610340918999041
0.0915209288912056;0.113981505253419;0.0444805738266645;0.0209469003400471
0.563076422012008;0.1096993271555;0.300544417747733;0.091014037841137
0.840412570167177;0.134510770840499;0.72130660259456;0.295795622983695
0.140685064245985;0.169271981282425;0.0437884109251849;0.0207515912459674
0.480127701336508;1.98995335138565;0.410744037588569;0.800767285726742
0.0100849508420061;0.0032746067807612;0.00268668494653277;0.000488272735199233
